"Day","Fajr Begins","Fajr Iqama","Sunrise","Zuhr Begins","Zuhr Iqama","Asr Begins","Asr Iqama","Sunset","Isha Begins","Isha Iqama","Jumah Iqama","Jumah 2 Iqama"
"15","4:14 AM","4:15 AM","5:52 AM","1:13 PM","1:45 PM","6:22 PM","7:15 PM","8:35 PM","10:39 PM","10:20 PM","1:50 PM","3:35 PM"
"16","4:12 AM","4:15 AM","5:50 AM","1:13 PM","1:45 PM","6:22 PM","7:15 PM","8:36 PM","10:41 PM","10:20 PM","1:50 PM","3:35 PM"
"17","4:10 AM","4:10 AM","5:49 AM","1:13 PM","1:45 PM","6:23 PM","7:15 PM","8:37 PM","10:42 PM","10:30 PM","1:50 PM","3:35 PM"
"18","4:09 AM","4:10 AM","5:48 AM","1:13 PM","1:45 PM","6:24 PM","7:15 PM","8:38 PM","10:44 PM","10:30 PM","1:50 PM","3:35 PM"
"19","4:07 AM","4:10 AM","5:47 AM","1:13 PM","1:45 PM","6:24 PM","7:15 PM","8:39 PM","10:46 PM","10:30 PM","1:50 PM","3:35 PM"
"20","4:06 AM","4:10 AM","5:47 AM","1:13 PM","1:45 PM","6:25 PM","7:15 PM","8:40 PM","10:48 PM","10:30 PM","1:50 PM","3:35 PM"
"21","4:05 AM","4:10 AM","5:46 AM","1:13 PM","1:45 PM","6:25 PM","7:15 PM","8:42 PM","10:50 PM","10:30 PM","1:50 PM","3:35 PM"
"22","4:03 AM","4:10 AM","5:45 AM","1:13 PM","1:45 PM","6:26 PM","7:15 PM","8:43 PM","10:52 PM","10:30 PM","1:50 PM","3:35 PM"
"23","4:02 AM","4:10 AM","5:44 AM","1:13 PM","1:45 PM","6:27 PM","7:15 PM","8:44 PM","10:53 PM","10:30 PM","1:50 PM","3:35 PM"
"24","4:00 AM","4:00 AM","5:43 AM","1:14 PM","1:45 PM","6:27 PM","7:15 PM","8:45 PM","10:55 PM","10:40 PM","1:50 PM","3:35 PM"
"25","3:59 AM","4:00 AM","5:42 AM","1:14 PM","1:45 PM","6:28 PM","7:15 PM","8:45 PM","10:57 PM","10:40 PM","1:50 PM","3:35 PM"
"26","3:58 AM","4:00 AM","5:42 AM","1:14 PM","1:45 PM","6:28 PM","7:15 PM","8:46 PM","10:58 PM","10:40 PM","1:50 PM","3:35 PM"
"27","3:57 AM","4:00 AM","5:41 AM","1:14 PM","1:45 PM","6:29 PM","7:15 PM","8:47 PM","11:00 PM","10:40 PM","1:50 PM","3:35 PM"
"28","3:56 AM","4:00 AM","5:40 AM","1:14 PM","1:45 PM","6:29 PM","7:15 PM","8:48 PM","11:02 PM","10:40 PM","1:50 PM","3:35 PM"
"29","3:55 AM","4:00 AM","5:40 AM","1:14 PM","1:45 PM","6:30 PM","7:15 PM","8:49 PM","11:03 PM","10:40 PM","1:50 PM","3:35 PM"
"30","3:53 AM","4:00 AM","5:39 AM","1:14 PM","1:45 PM","6:31 PM","7:15 PM","8:50 PM","11:05 PM","10:40 PM","1:50 PM","3:35 PM"
"31","3:52 AM","3:50 AM","5:38 AM","1:14 PM","1:45 PM","6:31 PM","7:15 PM","8:51 PM","11:06 PM","10:50 PM","1:50 PM","3:35 PM"
